timestamp,temperature_c,building_type,occupants,ac_usage,appliance_usage,peak_hour,consumption_kwh,is_anomaly
2023-01-02 23:00:00,1.3,office,0,0.15,1.3,0,4.016,0
2023-01-03 00:00:00,-0.6,office,0,0.47,0.64,0,3.157,0
2023-01-03 01:00:00,-4.2,office,0,0.09,0.48,0,2.161,0
2023-01-03 02:00:00,-1.3,office,0,0.33,1.33,0,4.851,0
2023-01-03 03:00:00,-2.2,office,0,0.34,1.37,0,3.792,0
2023-01-03 04:00:00,-2.1,office,0,0.13,0.64,0,3.147,0
2023-01-03 05:00:00,0.6,office,0,0.16,0.66,0,2.968,0
2023-01-03 06:00:00,2.3,office,0,0.42,0.95,0,3.679,0
2023-01-03 07:00:00,3.3,office,6,0.5,1.45,0,4.554,0
2023-01-03 08:00:00,2.0,office,31,0.78,2.83,1,6.216,0
2023-01-03 09:00:00,4.1,office,35,0.97,3.72,1,6.54,0
2023-01-03 10:00:00,6.2,office,43,0.89,4.59,1,7.597,0
2023-01-03 11:00:00,8.2,office,44,0.98,2.74,0,6.636,0
2023-01-03 12:00:00,6.9,office,62,1.48,4.48,0,8.006,0
2023-01-03 13:00:00,7.8,office,68,1.4,4.84,0,8.235,0
2023-01-03 14:00:00,6.6,office,31,1.04,2.1,0,5.231,0
2023-01-03 15:00:00,6.3,office,65,1.66,4.43,0,7.608,0
2023-01-03 16:00:00,8.8,office,42,1.31,2.61,0,5.573,0
2023-01-03 17:00:00,8.8,office,75,4.31,9.79,1,37.716,1
2023-01-03 18:00:00,5.6,office,18,0.83,3.14,1,6.599,0
2023-01-03 19:00:00,6.0,office,12,0.52,2.12,1,5.024,0
2023-01-03 20:00:00,3.8,office,0,0.3,2.13,1,6.089,0
2023-01-03 21:00:00,1.0,office,0,0.49,1.26,0,5.074,0
2023-01-03 22:00:00,1.3,office,0,0.32,0.67,0,3.928,0
2023-01-03 23:00:00,2.0,office,0,0.02,0.42,0,3.562,0
2023-01-04 00:00:00,-1.2,office,0,0.36,0.32,0,3.093,0
2023-01-04 01:00:00,0.7,office,0,0.45,0.95,0,2.516,0
2023-01-04 02:00:00,-5.7,office,0,0.4,1.47,0,4.988,0
2023-01-04 03:00:00,-0.4,office,0,0.29,1.27,0,3.374,0
2023-01-04 04:00:00,-1.0,office,0,0.34,0.77,0,3.275,0
2023-01-04 05:00:00,-0.8,office,0,0.5,0.9,0,3.961,0
2023-01-04 06:00:00,0.8,office,0,0.05,0.56,0,2.309,0
2023-01-04 07:00:00,-1.1,office,19,0.71,1.36,0,5.431,0
2023-01-04 08:00:00,2.9,office,67,1.48,5.18,1,9.928,0
2023-01-04 09:00:00,5.0,office,47,1.26,4.15,1,8.413,0
2023-01-04 10:00:00,7.9,office,30,0.9,3.38,1,7.656,0
2023-01-04 11:00:00,6.0,office,78,1.64,5.34,0,9.101,0
2023-01-04 12:00:00,6.3,office,40,0.9,2.99,0,6.512,0
2023-01-04 13:00:00,7.3,office,74,1.79,4.69,0,8.631,0
2023-01-04 14:00:00,9.6,office,57,1.2,3.22,0,6.947,0
2023-01-04 15:00:00,8.5,office,51,1.15,4.05,0,6.685,0
2023-01-04 16:00:00,6.7,office,47,1.36,3.55,0,7.222,0
2023-01-04 17:00:00,7.5,office,39,0.94,4.29,1,8.267,0
2023-01-04 18:00:00,5.8,office,11,0.46,2.29,1,5.271,0
2023-01-04 19:00:00,5.9,office,15,0.77,2.6,1,5.444,0
2023-01-04 20:00:00,2.1,office,0,0.11,1.88,1,3.147,0
2023-01-04 21:00:00,1.4,office,0,0.19,0.45,0,2.905,0
2023-01-04 22:00:00,0.1,office,0,0.3,1.1,0,3.449,0
2023-01-04 23:00:00,-2.5,office,0,0.38,1.37,0,3.9,0
2023-01-05 00:00:00,-0.7,office,0,0.45,0.41,0,2.821,0
2023-01-05 01:00:00,-1.3,office,0,0.46,0.31,0,2.734,0
2023-01-05 02:00:00,-1.8,office,0,0.39,1.16,0,3.903,0
2023-01-05 03:00:00,-2.0,office,0,0.11,0.56,0,3.077,0
2023-01-05 04:00:00,-3.3,office,0,0.01,1.01,0,3.005,0
2023-01-05 05:00:00,-1.0,office,0,0.19,1.1,0,3.797,0
2023-01-05 06:00:00,0.1,office,0,0.07,0.62,0,3.697,0
2023-01-05 07:00:00,0.7,office,8,0.52,1.66,0,3.85,0
2023-01-05 08:00:00,2.9,office,35,1.03,3.66,1,6.383,0
2023-01-05 09:00:00,5.1,office,54,1.1,5.03,1,8.265,0
2023-01-05 10:00:00,8.5,office,36,1.14,3.99,1,7.754,0
2023-01-05 11:00:00,7.0,office,52,1.16,3.93,0,6.747,0
2023-01-05 12:00:00,7.9,office,52,1.26,2.83,0,7.202,0
2023-01-05 13:00:00,7.9,office,68,1.69,3.92,0,8.386,0
2023-01-05 14:00:00,5.3,office,46,1.13,2.62,0,5.312,0
2023-01-05 15:00:00,8.0,office,32,0.86,2.37,0,5.238,0
2023-01-05 16:00:00,7.6,office,76,1.55,5.16,0,9.04,0
2023-01-05 17:00:00,10.4,office,59,1.38,4.76,1,8.704,0
2023-01-05 18:00:00,5.4,office,8,0.54,2.7,1,6.285,0
2023-01-05 19:00:00,4.9,office,17,0.8,2.48,1,6.275,0
2023-01-05 20:00:00,3.1,office,0,0.21,1.64,1,4.159,0
2023-01-05 21:00:00,0.1,office,0,0.21,1.36,0,3.01,0
2023-01-05 22:00:00,2.4,office,0,0.35,0.75,0,3.446,0
2023-01-05 23:00:00,0.8,office,0,0.47,1.23,0,3.552,0
2023-01-06 00:00:00,-0.0,office,0,0.13,0.51,0,2.692,0
2023-01-06 01:00:00,-3.1,office,0,0.22,1.43,0,3.178,0
2023-01-06 02:00:00,0.2,office,0,0.4,0.95,0,3.645,0
2023-01-06 03:00:00,-3.8,office,0,0.3,1.19,0,3.412,0
2023-01-06 04:00:00,-0.3,office,0,0.06,0.32,0,3.86,0
2023-01-06 05:00:00,2.9,office,0,0.31,0.84,0,3.526,0
2023-01-06 06:00:00,-0.9,office,0,0.09,1.37,0,3.516,0
2023-01-06 07:00:00,1.0,office,7,0.4,1.69,0,4.06,0
2023-01-06 08:00:00,3.3,office,65,1.56,4.51,1,8.239,0
2023-01-06 09:00:00,3.7,office,48,1.4,3.99,1,8.488,0
2023-01-06 10:00:00,3.3,office,70,1.63,5.28,1,9.283,0
2023-01-06 11:00:00,6.8,office,69,1.52,3.87,0,7.596,0
2023-01-06 12:00:00,5.9,office,53,1.18,3.8,0,7.355,0
2023-01-06 13:00:00,8.7,office,66,1.76,3.74,0,7.035,0
2023-01-06 14:00:00,6.7,office,42,0.93,2.75,0,7.041,0
2023-01-06 15:00:00,10.3,office,75,1.71,4.81,0,9.423,0
2023-01-06 16:00:00,6.3,office,34,0.77,2.53,0,5.595,0
2023-01-06 17:00:00,6.2,office,32,1.03,3.76,1,7.296,0
2023-01-06 18:00:00,6.8,office,12,0.48,3.05,1,5.908,0
2023-01-06 19:00:00,2.6,office,14,0.46,2.05,1,4.801,0
2023-01-06 20:00:00,3.5,office,0,0.18,2.12,1,5.015,0
2023-01-06 21:00:00,3.8,office,0,0.43,0.5,0,2.442,0
2023-01-06 22:00:00,-1.8,office,0,0.28,0.74,0,4.424,0
2023-01-06 23:00:00,-0.1,office,0,0.36,0.24,0,1.847,0
2023-01-07 00:00:00,-0.8,office,0,0.45,0.38,0,2.583,0
2023-01-07 01:00:00,-0.6,office,0,0.45,0.62,0,2.46,0
2023-01-07 02:00:00,-3.8,office,0,0.16,0.64,0,3.002,0
2023-01-07 03:00:00,-3.7,office,0,0.48,1.37,0,5.163,0
2023-01-07 04:00:00,-0.5,office,0,0.01,1.16,0,3.685,0
2023-01-07 05:00:00,0.0,office,0,0.19,1.46,0,3.608,0
2023-01-07 06:00:00,1.0,office,0,0.45,0.98,0,4.265,0
2023-01-07 07:00:00,2.3,office,0,0.14,0.51,0,3.482,0
2023-01-07 08:00:00,2.1,office,0,0.14,1.63,1,5.132,0
2023-01-07 09:00:00,4.7,office,0,0.15,1.62,1,5.169,0
2023-01-07 10:00:00,6.0,office,0,0.31,1.62,1,5.009,0
2023-01-07 11:00:00,5.6,office,0,0.22,1.07,0,3.775,0
2023-01-07 12:00:00,10.2,office,0,0.36,0.89,0,2.777,0
2023-01-07 13:00:00,8.6,office,0,0.45,0.7,0,2.986,0
2023-01-07 14:00:00,6.3,office,0,0.34,0.39,0,3.158,0
2023-01-07 15:00:00,8.9,office,0,0.1,0.23,0,3.289,0
2023-01-07 16:00:00,6.0,office,0,0.47,0.48,0,3.29,0
2023-01-07 17:00:00,7.8,office,0,0.13,1.34,1,4.898,0
2023-01-07 18:00:00,7.3,office,0,0.07,2.22,1,4.609,0
2023-01-07 19:00:00,3.2,office,0,0.04,1.35,1,3.9,0
2023-01-07 20:00:00,4.5,office,0,0.28,2.14,1,5.688,0
2023-01-07 21:00:00,2.4,office,0,0.06,0.7,0,2.925,0
2023-01-07 22:00:00,1.8,office,0,0.07,0.3,0,2.789,0
2023-01-07 23:00:00,2.4,office,0,0.15,1.26,0,3.018,0
2023-01-08 00:00:00,-1.6,office,0,0.14,0.95,0,3.281,0
2023-01-08 01:00:00,-2.9,office,0,0.3,0.51,0,3.754,0
2023-01-08 02:00:00,-3.3,office,0,0.41,1.36,0,3.245,0
2023-01-08 03:00:00,-3.0,office,0,0.38,0.26,0,3.066,0
2023-01-08 04:00:00,-1.4,office,0,0.13,0.46,0,3.375,0
2023-01-08 05:00:00,0.0,office,0,0.12,1.18,0,3.462,0
2023-01-08 06:00:00,1.0,office,0,0.48,1.12,0,4.16,0
2023-01-08 07:00:00,3.0,office,0,0.0,0.58,0,3.407,0
2023-01-08 08:00:00,3.1,office,0,0.44,1.28,1,4.606,0
2023-01-08 09:00:00,6.5,office,0,0.1,2.32,1,5.027,0
2023-01-08 10:00:00,5.2,office,0,0.47,1.61,1,5.524,0
2023-01-08 11:00:00,10.7,office,0,0.17,0.45,0,3.506,0
2023-01-08 12:00:00,8.3,office,0,0.22,0.87,0,4.113,0
2023-01-08 13:00:00,6.6,office,0,0.35,1.38,0,4.69,0
2023-01-08 14:00:00,6.5,office,0,0.29,0.26,0,3.008,0
2023-01-08 15:00:00,8.6,office,0,0.16,1.2,0,3.169,0
2023-01-08 16:00:00,7.1,office,0,0.28,0.94,0,2.987,0
2023-01-08 17:00:00,7.7,office,0,0.37,1.75,1,5.258,0
2023-01-08 18:00:00,6.3,office,0,0.02,2.17,1,4.704,0
2023-01-08 19:00:00,4.3,office,0,0.01,2.46,1,5.729,0
2023-01-08 20:00:00,1.8,office,0,0.23,1.5,1,4.79,0
2023-01-08 21:00:00,-0.5,office,0,0.07,0.39,0,2.807,0
2023-01-08 22:00:00,-0.1,office,0,0.33,1.39,0,3.253,0
2023-01-08 23:00:00,0.8,office,0,0.11,1.07,0,3.559,0
2023-01-09 00:00:00,-1.0,office,0,0.22,0.77,0,3.587,0
2023-01-09 01:00:00,-3.7,office,0,0.1,0.95,0,4.079,0
2023-01-09 02:00:00,-1.7,office,0,0.27,1.17,0,3.809,0
2023-01-09 03:00:00,-1.2,office,0,0.14,2.49,0,18.266,1
2023-01-09 04:00:00,-2.6,office,0,0.01,1.4,0,3.664,0
2023-01-09 05:00:00,-0.3,office,0,0.03,0.75,0,3.119,0
2023-01-09 06:00:00,0.6,office,0,0.48,0.58,0,3.492,0
2023-01-09 07:00:00,0.0,office,7,0.21,1.38,0,4.467,0
2023-01-09 08:00:00,3.6,office,44,1.23,3.94,1,7.303,0
2023-01-09 09:00:00,5.2,office,36,0.75,3.77,1,6.775,0
2023-01-09 10:00:00,7.2,office,54,1.13,4.45,1,8.797,0
2023-01-09 11:00:00,8.2,office,47,1.19,2.75,0,5.604,0
2023-01-09 12:00:00,5.3,office,59,1.41,3.76,0,7.162,0
2023-01-09 13:00:00,6.5,office,70,1.88,4.6,0,8.472,0
2023-01-09 14:00:00,8.8,office,53,1.53,3.89,0,7.823,0
2023-01-09 15:00:00,8.6,office,40,1.19,2.84,0,5.696,0
2023-01-09 16:00:00,8.1,office,53,1.36,3.06,0,6.079,0
2023-01-09 17:00:00,12.4,office,52,1.27,4.34,1,8.234,0
2023-01-09 18:00:00,6.4,office,11,0.4,2.77,1,5.835,0
2023-01-09 19:00:00,6.0,office,13,0.73,2.39,1,4.744,0
2023-01-09 20:00:00,4.5,office,0,0.3,2.11,1,5.047,0
2023-01-09 21:00:00,2.7,office,0,0.29,0.86,0,3.263,0
2023-01-09 22:00:00,0.1,office,0,0.12,0.51,0,2.875,0
2023-01-09 23:00:00,0.6,office,0,0.02,1.23,0,3.989,0
2023-01-10 00:00:00,-2.5,office,0,0.47,0.31,0,3.313,0
2023-01-10 01:00:00,-2.2,office,0,0.16,0.88,0,2.653,0
2023-01-10 02:00:00,-2.7,office,0,0.22,0.47,0,3.607,0
2023-01-10 03:00:00,-1.7,office,0,0.06,0.29,0,2.414,0
2023-01-10 04:00:00,2.2,office,0,0.42,0.85,0,2.733,0
2023-01-10 05:00:00,-3.3,office,0,0.01,0.85,0,3.378,0
2023-01-10 06:00:00,1.6,office,0,0.42,1.12,0,3.781,0
2023-01-10 07:00:00,-0.7,office,7,0.21,1.52,0,3.668,0
2023-01-10 08:00:00,2.3,office,68,1.8,5.55,1,9.873,0
2023-01-10 09:00:00,6.0,office,70,1.76,5.23,1,9.446,0
2023-01-10 10:00:00,5.6,office,40,0.88,4.02,1,7.411,0
2023-01-10 11:00:00,4.9,office,64,1.56,4.15,0,8.249,0
2023-01-10 12:00:00,6.3,office,76,1.68,4.55,0,8.849,0
2023-01-10 13:00:00,8.9,office,45,0.99,3.23,0,6.223,0
2023-01-10 14:00:00,6.9,office,40,1.23,3.43,0,6.437,0
2023-01-10 15:00:00,8.2,office,59,1.38,3.4,0,6.615,0
2023-01-10 16:00:00,7.4,office,54,1.28,4.08,0,7.718,0
2023-01-10 17:00:00,5.6,office,47,1.02,3.62,1,7.055,0
2023-01-10 18:00:00,8.7,office,12,0.43,2.2,1,5.396,0
2023-01-10 19:00:00,5.3,office,15,0.74,2.32,1,5.927,0
2023-01-10 20:00:00,-0.0,office,0,0.18,2.01,1,4.872,0
2023-01-10 21:00:00,2.0,office,0,0.48,0.37,0,3.599,0
2023-01-10 22:00:00,-0.5,office,0,0.47,1.35,0,3.936,0
2023-01-10 23:00:00,0.8,office,0,0.07,1.28,0,4.465,0
2023-01-11 00:00:00,-2.5,office,0,0.09,1.05,0,3.794,0
2023-01-11 01:00:00,-2.0,office,0,0.43,0.8,0,4.235,0
2023-01-11 02:00:00,-1.2,office,0,0.2,1.41,0,4.446,0
2023-01-11 03:00:00,-0.5,office,0,0.0,1.28,0,3.865,0
2023-01-11 04:00:00,-3.1,office,0,0.14,0.85,0,3.584,0
2023-01-11 05:00:00,-1.0,office,0,0.3,1.11,0,3.132,0
2023-01-11 06:00:00,-0.2,office,0,0.4,0.94,0,3.961,0
2023-01-11 07:00:00,0.7,office,6,0.19,1.26,0,3.918,0
2023-01-11 08:00:00,5.7,office,44,0.94,3.83,1,8.024,0
2023-01-11 09:00:00,4.9,office,32,1.1,3.4,1,7.021,0
2023-01-11 10:00:00,3.6,office,50,1.38,3.8,1,7.555,0
2023-01-11 11:00:00,7.9,office,55,1.39,3.41,0,7.288,0
2023-01-11 12:00:00,10.5,office,47,1.32,3.45,0,6.948,0
2023-01-11 13:00:00,9.4,office,34,0.89,3.14,0,6.685,0
2023-01-11 14:00:00,5.7,office,43,1.24,3.6,0,7.855,0
2023-01-11 15:00:00,7.1,office,66,1.51,4.22,0,8.555,0
2023-01-11 16:00:00,9.2,office,75,1.62,4.74,0,8.871,0
2023-01-11 17:00:00,5.5,office,50,1.36,3.94,1,7.509,0
2023-01-11 18:00:00,6.2,office,11,0.43,2.65,1,6.454,0
2023-01-11 19:00:00,5.5,office,20,0.89,2.29,1,5.458,0
2023-01-11 20:00:00,1.6,office,0,0.42,2.57,1,19.495,1
2023-01-11 21:00:00,1.6,office,0,0.76,2.55,0,13.154,1
2023-01-11 22:00:00,-4.3,office,0,0.47,0.6,0,3.294,0
2023-01-11 23:00:00,-2.1,office,0,0.12,0.26,0,3.519,0
2023-01-12 00:00:00,-1.7,office,0,0.4,1.28,0,4.538,0
2023-01-12 01:00:00,-3.7,office,0,0.22,0.6,0,3.244,0
2023-01-12 02:00:00,0.5,office,0,0.46,0.28,0,4.028,0
2023-01-12 03:00:00,-4.0,office,0,0.23,0.3,0,2.809,0
2023-01-12 04:00:00,-2.0,office,0,0.37,0.53,0,2.674,0
2023-01-12 05:00:00,-0.3,office,0,0.23,0.43,0,3.388,0
2023-01-12 06:00:00,2.7,office,0,0.11,1.21,0,3.051,0
2023-01-12 07:00:00,-0.4,office,17,0.44,1.47,0,4.455,0
2023-01-12 08:00:00,4.7,office,71,1.63,5.8,1,9.139,0
2023-01-12 09:00:00,4.3,office,59,1.56,4.38,1,8.945,0
2023-01-12 10:00:00,4.0,office,39,1.08,3.79,1,7.03,0
2023-01-12 11:00:00,7.2,office,46,1.26,3.39,0,6.576,0
2023-01-12 12:00:00,7.6,office,38,0.9,2.95,0,6.119,0
2023-01-12 13:00:00,6.9,office,45,1.14,3.23,0,6.707,0
2023-01-12 14:00:00,8.1,office,77,1.56,5.25,0,9.231,0
2023-01-12 15:00:00,7.3,office,65,1.71,3.75,0,7.68,0
2023-01-12 16:00:00,7.5,office,64,1.77,4.04,0,8.162,0
2023-01-12 17:00:00,7.5,office,46,1.12,4.65,1,8.65,0
2023-01-12 18:00:00,7.9,office,18,0.37,2.2,1,5.245,0
2023-01-12 19:00:00,2.4,office,17,0.87,4.11,1,15.907,1
2023-01-12 20:00:00,6.2,office,0,0.33,1.5,1,4.103,0
2023-01-12 21:00:00,-1.2,office,0,0.31,1.02,0,4.205,0
2023-01-12 22:00:00,0.3,office,0,0.39,0.54,0,2.466,0
2023-01-12 23:00:00,0.4,office,0,0.13,0.45,0,2.053,0
2023-01-13 00:00:00,-0.9,office,0,0.38,0.8,0,3.015,0
2023-01-13 01:00:00,-2.8,office,0,0.34,1.0,0,3.087,0
2023-01-13 02:00:00,-2.3,office,0,0.16,0.52,0,2.577,0
2023-01-13 03:00:00,-2.6,office,0,0.27,0.59,0,3.328,0
2023-01-13 04:00:00,-2.2,office,0,0.07,1.0,0,3.737,0
2023-01-13 05:00:00,0.7,office,0,0.23,1.43,0,3.904,0
2023-01-13 06:00:00,1.0,office,0,0.44,1.08,0,3.986,0
2023-01-13 07:00:00,0.7,office,16,0.53,2.02,0,5.173,0
2023-01-13 08:00:00,4.3,office,44,1.3,3.88,1,8.721,0
2023-01-13 09:00:00,4.8,office,38,1.06,3.45,1,7.606,0
2023-01-13 10:00:00,6.7,office,62,1.34,4.89,1,9.235,0
2023-01-13 11:00:00,7.5,office,61,1.51,4.3,0,7.518,0
2023-01-13 12:00:00,6.1,office,35,0.95,2.54,0,6.266,0
2023-01-13 13:00:00,7.0,office,78,1.76,5.2,0,8.516,0
2023-01-13 14:00:00,9.1,office,33,0.72,3.14,0,5.968,0
2023-01-13 15:00:00,8.7,office,37,0.95,2.14,0,4.56,0
2023-01-13 16:00:00,7.3,office,39,0.82,2.21,0,5.351,0
2023-01-13 17:00:00,6.7,office,70,1.45,4.89,1,8.242,0
2023-01-13 18:00:00,7.4,office,10,0.41,2.2,1,5.066,0
2023-01-13 19:00:00,3.4,office,18,0.51,2.27,1,5.479,0
2023-01-13 20:00:00,3.8,office,0,0.46,2.33,1,5.055,0
2023-01-13 21:00:00,1.4,office,0,0.19,0.23,0,1.856,0
2023-01-13 22:00:00,0.2,office,0,0.38,0.61,0,3.191,0
2023-01-13 23:00:00,1.1,office,0,0.27,0.44,0,2.364,0
2023-01-14 00:00:00,-0.1,office,0,0.35,1.41,0,3.35,0
2023-01-14 01:00:00,-0.6,office,0,0.13,1.07,0,3.21,0
2023-01-14 02:00:00,-0.0,office,0,0.47,1.39,0,4.16,0
2023-01-14 03:00:00,-1.8,office,0,0.27,1.46,0,4.65,0
2023-01-14 04:00:00,-0.3,office,0,0.42,0.85,0,3.48,0
2023-01-14 05:00:00,-1.0,office,0,0.18,0.5,0,3.423,0
2023-01-14 06:00:00,1.0,office,0,0.05,0.45,0,2.335,0
2023-01-14 07:00:00,1.5,office,0,0.34,0.49,0,2.54,0
2023-01-14 08:00:00,3.1,office,0,0.0,2.12,1,4.472,0
2023-01-14 09:00:00,5.2,office,0,0.24,1.25,1,4.767,0
2023-01-14 10:00:00,4.3,office,0,0.1,1.27,1,3.948,0
2023-01-14 11:00:00,9.7,office,0,0.31,0.99,0,3.295,0
2023-01-14 12:00:00,5.8,office,0,0.49,1.03,0,3.936,0
2023-01-14 13:00:00,6.0,office,0,0.23,1.06,0,4.12,0
2023-01-14 14:00:00,9.7,office,0,0.41,0.68,0,3.54,0
2023-01-14 15:00:00,9.0,office,0,0.25,1.25,0,2.932,0
2023-01-14 16:00:00,8.3,office,0,0.25,0.89,0,3.641,0
2023-01-14 17:00:00,7.5,office,0,0.47,1.34,1,4.252,0
2023-01-14 18:00:00,5.5,office,0,0.44,2.24,1,4.492,0
2023-01-14 19:00:00,2.9,office,0,0.39,2.44,1,4.737,0
2023-01-14 20:00:00,3.1,office,0,0.15,1.28,1,4.889,0
2023-01-14 21:00:00,0.7,office,0,0.27,0.71,0,2.981,0
2023-01-14 22:00:00,2.0,office,0,0.11,0.83,0,3.694,0
2023-01-14 23:00:00,-0.8,office,0,0.22,0.39,0,3.932,0
2023-01-15 00:00:00,-2.6,office,0,0.24,1.33,0,3.838,0
2023-01-15 01:00:00,-2.3,office,0,0.42,0.57,0,3.451,0
2023-01-15 02:00:00,-1.4,office,0,0.45,1.22,0,3.96,0
2023-01-15 03:00:00,-2.7,office,0,0.21,1.07,0,4.055,0
2023-01-15 04:00:00,-2.6,office,0,0.01,0.98,0,2.284,0
2023-01-15 05:00:00,-0.2,office,0,0.43,0.45,0,3.826,0
2023-01-15 06:00:00,0.9,office,0,0.09,0.49,0,2.182,0
2023-01-15 07:00:00,1.0,office,0,0.31,0.26,0,3.007,0
2023-01-15 08:00:00,2.3,office,0,0.01,1.51,1,4.463,0
2023-01-15 09:00:00,4.6,office,0,0.2,1.65,1,5.094,0
2023-01-15 10:00:00,3.3,office,0,0.49,2.28,1,4.622,0
2023-01-15 11:00:00,4.4,office,0,0.05,0.68,0,2.831,0
2023-01-15 12:00:00,6.3,office,0,0.21,1.18,0,3.214,0
2023-01-15 13:00:00,7.5,office,0,0.15,0.77,0,3.578,0
2023-01-15 14:00:00,8.5,office,0,0.45,1.22,0,4.043,0
2023-01-15 15:00:00,10.0,office,0,0.43,1.47,0,4.913,0
2023-01-15 16:00:00,8.6,office,0,0.12,0.51,0,2.563,0
2023-01-15 17:00:00,6.3,office,0,0.04,2.32,1,4.662,0
2023-01-15 18:00:00,5.5,office,0,0.31,2.01,1,4.573,0
2023-01-15 19:00:00,2.8,office,0,0.17,2.26,1,4.136,0
2023-01-15 20:00:00,3.0,office,0,0.34,2.05,1,5.548,0
2023-01-15 21:00:00,1.3,office,0,0.02,0.75,0,3.406,0
2023-01-15 22:00:00,1.0,office,0,0.07,0.5,0,4.264,0
2023-01-15 23:00:00,-1.8,office,0,0.34,0.29,0,2.879,0
2023-01-16 00:00:00,-0.5,office,0,0.11,0.9,0,3.013,0
2023-01-16 01:00:00,0.5,office,0,0.43,1.49,0,4.111,0
2023-01-16 02:00:00,-2.1,office,0,0.03,1.16,0,3.583,0
2023-01-16 03:00:00,-1.2,office,0,0.11,0.63,0,3.55,0
2023-01-16 04:00:00,-0.3,office,0,0.5,1.28,0,2.913,0
2023-01-16 05:00:00,-1.1,office,0,0.22,1.2,0,2.841,0
2023-01-16 06:00:00,0.9,office,0,0.35,0.57,0,3.671,0
2023-01-16 07:00:00,1.7,office,7,0.23,0.57,0,3.21,0
2023-01-16 08:00:00,3.2,office,54,1.38,4.05,1,7.919,0
2023-01-16 09:00:00,3.1,office,54,1.44,5.04,1,9.091,0
2023-01-16 10:00:00,5.6,office,68,1.52,5.69,1,9.539,0
2023-01-16 11:00:00,7.3,office,59,1.59,3.53,0,8.338,0
